epoch,step_num,score,agent_er,time
0.0,59.0,-5.0,1.0,0.02262592315673828
1.0,59.0,-5.0,0.95,0.008795499801635742
2.0,83.0,-5.0,0.9025,0.009520769119262695
3.0,59.0,-5.0,0.8573749999999999,0.004997968673706055
4.0,107.0,-5.0,0.8145062499999999,0.012523412704467773
5.0,40.0,-5.0,0.7737809374999998,0.005524396896362305
6.0,80.0,-5.0,0.7350918906249998,0.011913537979125977
7.0,58.0,-5.0,0.6983372960937497,0.005540609359741211
8.0,41.0,-5.0,0.6634204312890623,0.004000663757324219
9.0,47.0,-5.0,0.6302494097246091,0.024146080017089844
10.0,44.0,-5.0,0.5987369392383787,0.004521846771240234
11.0,51.0,-5.0,0.5688000922764597,0.007536888122558594
12.0,35.0,-5.0,0.5403600876626367,0.004001140594482422
13.0,37.0,-5.0,0.5133420832795048,0.024091720581054688
14.0,122.0,-5.0,0.48767497911552954,0.014568090438842773
15.0,37.0,-5.0,0.46329123015975304,0.003534078598022461
16.0,65.0,-5.0,0.44012666865176536,0.009536027908325195
17.0,124.0,-5.0,0.4181203352191771,0.014914274215698242
18.0,95.0,-5.0,0.3972143184582182,0.01053762435913086
19.0,81.0,-5.0,0.37735360253530725,0.01053929328918457
20.0,91.0,-5.0,0.3584859224085419,0.008620500564575195
21.0,200.0,-5.0,0.3405616262881148,0.026244640350341797
22.0,69.0,-5.0,0.323533544973709,0.007017850875854492
23.0,139.0,-5.0,0.3073568677250236,0.019153118133544922
24.0,38.0,-5.0,0.2919890243387724,0.00501251220703125
25.0,37.0,-5.0,0.27738957312183377,0.005013942718505859
26.0,124.0,-5.0,0.26352009446574204,0.014801502227783203
27.0,52.0,-5.0,0.2503440897424549,0.006524562835693359
28.0,191.0,-5.0,0.23782688525533216,0.022298574447631836
29.0,108.0,-5.0,0.22593554099256555,0.010588645935058594
30.0,73.0,-5.0,0.21463876394293727,0.0050160884857177734
31.0,23.0,-5.0,0.2039068257457904,0.002557039260864258
32.0,113.0,-5.0,0.19371148445850087,0.012525081634521484
33.0,65.0,-5.0,0.18402591023557582,0.006264209747314453
34.0,95.0,-5.0,0.174824614723797,0.008208274841308594
35.0,133.0,5.0,0.16608338398760716,0.007568836212158203
36.0,53.0,-5.0,0.1577792147882268,0.002997159957885742
37.0,70.0,5.0,0.14989025404881545,0.008524417877197266
38.0,56.0,-5.0,0.14239574134637467,0.0035262107849121094
39.0,167.0,-5.0,0.13527595427905592,0.015268325805664062
40.0,163.0,5.0,0.12851215656510312,0.019594669342041016
41.0,100.0,-5.0,0.12208654873684796,0.011918306350708008
42.0,90.0,-5.0,0.11598222130000556,0.008024215698242188
43.0,77.0,-5.0,0.11018311023500528,0.010050058364868164
44.0,159.0,-5.0,0.10467395472325501,0.012535333633422852
45.0,28.0,-5.0,0.09944025698709225,0.0019795894622802734
46.0,59.0,5.0,0.09446824413773763,0.003016948699951172
47.0,209.0,5.0,0.08974483193085075,0.014534473419189453
48.0,120.0,5.0,0.0852575903343082,0.011943578720092773
49.0,32.0,5.0,0.0809947108175928,0.0019998550415039062
50.0,301.0,-5.0,0.07694497527671315,0.025121450424194336
51.0,275.0,-5.0,0.07309772651287749,0.02606987953186035
52.0,81.0,5.0,0.06944284018723361,0.007009029388427734
53.0,154.0,5.0,0.06597069817787193,0.013383150100708008
54.0,28.0,-5.0,0.06267216326897833,0.003002643585205078
55.0,39.0,5.0,0.05953855510552941,0.002010822296142578
56.0,300.0,-5.0,0.056561627350252934,0.024492979049682617
57.0,58.0,-5.0,0.053733545982740286,0.003000974655151367
58.0,86.0,-5.0,0.051046868683603266,0.00553131103515625
59.0,104.0,-5.0,0.048494525249423104,0.009511709213256836
60.0,272.0,5.0,0.046069798986951946,0.02556443214416504
61.0,108.0,-5.0,0.043766309037604346,0.03260207176208496
62.0,61.0,-5.0,0.04157799358572413,0.008517980575561523
63.0,415.0,5.0,0.03949909390643792,0.042121171951293945
64.0,262.0,5.0,0.03752413921111602,0.017533063888549805
65.0,102.0,5.0,0.03564793225056022,0.00800013542175293
66.0,99.0,5.0,0.033865535638032206,0.008081197738647461
67.0,106.0,5.0,0.03217225885613059,0.009533882141113281
68.0,69.0,5.0,0.030563645913324063,0.0040018558502197266
69.0,109.0,5.0,0.02903546361765786,0.010531425476074219
70.0,145.0,5.0,0.027583690436774964,0.014530658721923828
71.0,53.0,5.0,0.026204505914936217,0.004365682601928711
72.0,67.0,5.0,0.024894280619189402,0.009524106979370117
73.0,210.0,5.0,0.023649566588229934,0.019042015075683594
74.0,181.0,5.0,0.022467088258818435,0.019864797592163086
75.0,159.0,5.0,0.02134373384587751,0.01524496078491211
76.0,138.0,5.0,0.020276547153583634,0.014905691146850586
77.0,62.0,5.0,0.01926271979590445,0.007539987564086914
78.0,135.0,-5.0,0.01829958380610923,0.013033151626586914
79.0,95.0,5.0,0.017384604615803767,0.009537935256958008
80.0,57.0,5.0,0.01651537438501358,0.0055620670318603516
81.0,201.0,5.0,0.0156896056657629,0.022591352462768555
82.0,191.0,5.0,0.014905125382474753,0.01906132698059082
83.0,74.0,5.0,0.014159869113351015,0.00803065299987793
84.0,127.0,5.0,0.013451875657683464,0.011543512344360352
85.0,37.0,5.0,0.012779281874799289,0.0029981136322021484
86.0,44.0,5.0,0.012140317781059324,0.003995180130004883
87.0,177.0,-5.0,0.011533301892006357,0.02115774154663086
88.0,139.0,5.0,0.01095663679740604,0.013069868087768555
89.0,59.0,5.0,0.010408804957535737,0.0065386295318603516
90.0,109.0,5.0,0.00988836470965895,0.01807856559753418
91.0,134.0,5.0,0.009393946474176,0.017077207565307617
92.0,51.0,5.0,0.008924249150467202,0.004524946212768555
93.0,84.0,5.0,0.00847803669294384,0.008532047271728516
94.0,61.0,5.0,0.008054134858296648,0.0065076351165771484
95.0,157.0,5.0,0.007651428115381815,0.01662731170654297
96.0,48.0,5.0,0.007268856709612724,0.00700068473815918
97.0,64.0,5.0,0.006905413874132088,0.005017757415771484
98.0,99.0,5.0,0.006560143180425483,0.00952601432800293
99.0,100.0,5.0,0.006232136021404208,0.013790369033813477
100.0,261.0,-5.0,0.0059205292203339975,0.0294802188873291
101.0,42.0,-5.0,0.005624502759317297,0.004536151885986328
102.0,48.0,-5.0,0.0053432776213514326,0.0055217742919921875
103.0,126.0,5.0,0.00507611374028386,0.008697509765625
104.0,46.0,5.0,0.004822308053269667,0.004007816314697266
105.0,93.0,5.0,0.004581192650606184,0.005519390106201172
106.0,57.0,5.0,0.004352133018075874,0.004519939422607422
107.0,78.0,5.0,0.00413452636717208,0.00499725341796875
108.0,55.0,5.0,0.003927800048813476,0.0035119056701660156
109.0,76.0,5.0,0.0037314100463728024,0.011563301086425781
110.0,79.0,5.0,0.003544839544054162,0.0105438232421875
111.0,131.0,5.0,0.0033675975668514537,0.020850181579589844
112.0,44.0,5.0,0.003199217688508881,0.008542060852050781
113.0,38.0,5.0,0.0030392568040834367,0.008038520812988281
114.0,90.0,5.0,0.0028872939638792646,0.01355123519897461
115.0,219.0,-5.0,0.0027429292656853013,0.03598523139953613
116.0,106.0,5.0,0.0026057828024010363,0.015087127685546875
117.0,26.0,-5.0,0.0024754936622809844,0.006546974182128906
118.0,49.0,5.0,0.002351718979166935,0.009500503540039062
119.0,170.0,5.0,0.002234133030208588,0.023090839385986328
120.0,22.0,-5.0,0.0021224263786981585,0.0030024051666259766
121.0,56.0,-5.0,0.0020163050597632507,0.0070302486419677734
122.0,31.0,5.0,0.001915489806775088,0.004005908966064453
123.0,195.0,5.0,0.0018197153164363335,0.0273129940032959
124.0,79.0,5.0,0.0017287295506145167,0.010056257247924805
125.0,74.0,-5.0,0.0016422930730837907,0.012552738189697266
126.0,33.0,5.0,0.0015601784194296012,0.0045812129974365234
127.0,55.0,5.0,0.0014821694984581211,0.003996849060058594
128.0,62.0,5.0,0.001408061023535215,0.004523038864135742
129.0,72.0,5.0,0.001337657972358454,0.01151728630065918
130.0,70.0,5.0,0.0012707750737405313,0.002505779266357422
131.0,143.0,5.0,0.0012072363200535047,0.049216508865356445
132.0,149.0,5.0,0.0011468745040508295,0.022068023681640625
133.0,54.0,5.0,0.001089530778848288,0.007550954818725586
134.0,62.0,5.0,0.0010350542399058735,0.011103391647338867
135.0,57.0,5.0,0.001,0.009223699569702148
136.0,59.0,5.0,0.001,0.008539438247680664
137.0,107.0,5.0,0.001,0.014214754104614258
138.0,137.0,5.0,0.001,0.009559392929077148
139.0,131.0,5.0,0.001,0.016041994094848633
140.0,159.0,5.0,0.001,0.014543294906616211
141.0,76.0,5.0,0.001,0.008535146713256836
142.0,68.0,5.0,0.001,0.009548187255859375
143.0,160.0,5.0,0.001,0.019063711166381836
144.0,456.0,5.0,0.001,0.08388137817382812
145.0,48.0,5.0,0.001,0.014566183090209961
146.0,69.0,5.0,0.001,0.012560129165649414
147.0,167.0,5.0,0.001,0.04181408882141113
148.0,63.0,5.0,0.001,0.011540889739990234
149.0,62.0,-5.0,0.001,0.007013559341430664
150.0,172.0,5.0,0.001,0.0276181697845459
151.0,83.0,-5.0,0.001,0.011554956436157227
152.0,129.0,5.0,0.001,0.02307724952697754
153.0,58.0,5.0,0.001,0.009549379348754883
154.0,80.0,5.0,0.001,0.014081239700317383
155.0,73.0,5.0,0.001,0.010110616683959961
156.0,121.0,5.0,0.001,0.017347097396850586
157.0,134.0,5.0,0.001,0.021115779876708984
158.0,150.0,5.0,0.001,0.023507356643676758
159.0,66.0,5.0,0.001,0.01604151725769043
160.0,67.0,5.0,0.001,0.014218330383300781
161.0,132.0,5.0,0.001,0.02461981773376465
162.0,56.0,5.0,0.001,0.009833097457885742
163.0,100.0,5.0,0.001,0.009549856185913086
164.0,57.0,5.0,0.001,0.003504037857055664
165.0,397.0,5.0,0.001,0.02384781837463379
166.0,91.0,5.0,0.001,0.005022525787353516
167.0,92.0,5.0,0.001,0.004011392593383789
168.0,63.0,5.0,0.001,0.003531217575073242
169.0,91.0,5.0,0.001,0.016016721725463867
170.0,43.0,5.0,0.001,0.012570381164550781
171.0,122.0,5.0,0.001,0.024618148803710938
172.0,93.0,5.0,0.001,0.01554560661315918
173.0,122.0,5.0,0.001,0.028468847274780273
174.0,98.0,5.0,0.001,0.017676353454589844
175.0,68.0,5.0,0.001,0.011556386947631836
176.0,37.0,5.0,0.001,0.005549907684326172
177.0,198.0,5.0,0.001,0.026632308959960938
178.0,101.0,5.0,0.001,0.01699066162109375
179.0,56.0,5.0,0.001,0.007523536682128906
180.0,42.0,5.0,0.001,0.005545854568481445
181.0,92.0,5.0,0.001,0.015070438385009766
182.0,160.0,5.0,0.001,0.02407097816467285
183.0,156.0,5.0,0.001,0.022108078002929688
184.0,82.0,5.0,0.001,0.01104879379272461
185.0,57.0,5.0,0.001,0.006991863250732422
186.0,43.0,5.0,0.001,0.010541915893554688
187.0,134.0,5.0,0.001,0.019050121307373047
188.0,116.0,5.0,0.001,0.023077964782714844
189.0,83.0,5.0,0.001,0.008968353271484375
190.0,176.0,5.0,0.001,0.019095182418823242
191.0,85.0,5.0,0.001,0.008539438247680664
192.0,82.0,5.0,0.001,0.00552678108215332
193.0,287.0,5.0,0.001,0.08238554000854492
194.0,55.0,5.0,0.001,0.02340388298034668
195.0,94.0,5.0,0.001,0.017102479934692383
196.0,187.0,5.0,0.001,0.020595312118530273
197.0,194.0,5.0,0.001,0.027658700942993164
198.0,88.0,5.0,0.001,0.013069629669189453
199.0,47.0,5.0,0.001,0.00452113151550293
200.0,67.0,5.0,0.001,0.005993843078613281
201.0,74.0,5.0,0.001,0.007018566131591797
202.0,50.0,5.0,0.001,0.008510828018188477
203.0,93.0,5.0,0.001,0.013052225112915039
204.0,211.0,5.0,0.001,0.02009105682373047
205.0,107.0,5.0,0.001,0.014997005462646484
206.0,75.0,5.0,0.001,0.011533260345458984
207.0,100.0,5.0,0.001,0.012555837631225586
208.0,106.0,5.0,0.001,0.016068220138549805
209.0,60.0,5.0,0.001,0.008086442947387695
210.0,60.0,5.0,0.001,0.0029916763305664062
211.0,77.0,5.0,0.001,0.0035676956176757812
212.0,110.0,5.0,0.001,0.004998922348022461
213.0,41.0,5.0,0.001,0.0009996891021728516
214.0,49.0,5.0,0.001,0.001995086669921875
215.0,52.0,5.0,0.001,0.001997709274291992
216.0,147.0,5.0,0.001,0.006531953811645508
217.0,84.0,5.0,0.001,0.006518125534057617
218.0,201.0,5.0,0.001,0.022058963775634766
219.0,56.0,5.0,0.001,0.008531332015991211
220.0,55.0,5.0,0.001,0.009032249450683594
221.0,46.0,5.0,0.001,0.007066011428833008
222.0,179.0,5.0,0.001,0.03962516784667969
223.0,67.0,5.0,0.001,0.016089916229248047
224.0,91.0,5.0,0.001,0.0171358585357666
225.0,70.0,5.0,0.001,0.010529279708862305
226.0,90.0,5.0,0.001,0.016072988510131836
227.0,240.0,5.0,0.001,0.04647946357727051
228.0,260.0,5.0,0.001,0.035481929779052734
229.0,104.0,5.0,0.001,0.010546445846557617
230.0,149.0,5.0,0.001,0.018088340759277344
231.0,84.0,5.0,0.001,0.0061681270599365234
232.0,82.0,5.0,0.001,0.00855708122253418
233.0,115.0,5.0,0.001,0.01509547233581543
234.0,77.0,5.0,0.001,0.006516933441162109
235.0,159.0,5.0,0.001,0.017599105834960938
236.0,188.0,5.0,0.001,0.020102262496948242
237.0,146.0,5.0,0.001,0.01604914665222168
238.0,47.0,5.0,0.001,0.0045166015625
239.0,121.0,5.0,0.001,0.010555505752563477
240.0,220.0,5.0,0.001,0.018550395965576172
241.0,49.0,5.0,0.001,0.003994464874267578
242.0,59.0,5.0,0.001,0.005633115768432617
243.0,52.0,5.0,0.001,0.004000663757324219
244.0,80.0,5.0,0.001,0.008012771606445312
245.0,89.0,5.0,0.001,0.007021427154541016
246.0,37.0,5.0,0.001,0.00653529167175293
247.0,56.0,5.0,0.001,0.00854635238647461
248.0,80.0,5.0,0.001,0.009531497955322266
249.0,114.0,5.0,0.001,0.015077352523803711
250.0,94.0,5.0,0.001,0.009119272232055664
251.0,85.0,5.0,0.001,0.007513761520385742
252.0,125.0,5.0,0.001,0.007026195526123047
253.0,54.0,5.0,0.001,0.0040013790130615234
254.0,75.0,5.0,0.001,0.004271030426025391
255.0,66.0,5.0,0.001,0.0020024776458740234
256.0,80.0,5.0,0.001,0.006062030792236328
257.0,74.0,5.0,0.001,0.014613628387451172
258.0,129.0,5.0,0.001,0.0190737247467041
259.0,152.0,5.0,0.001,0.060022830963134766
260.0,81.0,5.0,0.001,0.02761554718017578
261.0,50.0,5.0,0.001,0.0069980621337890625
262.0,134.0,5.0,0.001,0.02262425422668457
263.0,56.0,5.0,0.001,0.0035161972045898438
264.0,49.0,5.0,0.001,0.0073277950286865234
265.0,28.0,5.0,0.001,0.0030014514923095703
266.0,108.0,5.0,0.001,0.014598369598388672
267.0,51.0,5.0,0.001,0.003993511199951172
268.0,39.0,5.0,0.001,0.004329204559326172
269.0,75.0,5.0,0.001,0.006571531295776367
270.0,82.0,5.0,0.001,0.00853419303894043
271.0,70.0,5.0,0.001,0.00699162483215332
272.0,38.0,5.0,0.001,0.004997968673706055
273.0,49.0,5.0,0.001,0.00452876091003418
274.0,95.0,5.0,0.001,0.014573335647583008
275.0,37.0,5.0,0.001,0.004004955291748047
276.0,58.0,5.0,0.001,0.0055425167083740234
277.0,96.0,5.0,0.001,0.006522655487060547
278.0,168.0,5.0,0.001,0.020070791244506836
279.0,95.0,5.0,0.001,0.009498834609985352
280.0,86.0,5.0,0.001,0.014061927795410156
281.0,75.0,5.0,0.001,0.008533477783203125
282.0,60.0,-5.0,0.001,0.008068561553955078
283.0,115.0,5.0,0.001,0.013535737991333008
284.0,72.0,5.0,0.001,0.006000041961669922
285.0,60.0,5.0,0.001,0.006532430648803711
286.0,77.0,5.0,0.001,0.006525993347167969
287.0,57.0,5.0,0.001,0.006524801254272461
288.0,70.0,5.0,0.001,0.007524013519287109
289.0,56.0,5.0,0.001,0.006558895111083984
290.0,69.0,5.0,0.001,0.007526397705078125
291.0,50.0,5.0,0.001,0.005053281784057617
292.0,49.0,5.0,0.001,0.0050296783447265625
293.0,52.0,5.0,0.001,0.008071660995483398
294.0,90.0,5.0,0.001,0.014852285385131836
295.0,96.0,5.0,0.001,0.01154780387878418
296.0,259.0,5.0,0.001,0.03817939758300781
297.0,107.0,5.0,0.001,0.01388859748840332
298.0,195.0,5.0,0.001,0.027112483978271484
299.0,43.0,5.0,0.001,0.0029990673065185547
300.0,49.0,5.0,0.001,0.008432865142822266
301.0,51.0,5.0,0.001,0.006013631820678711
302.0,63.0,5.0,0.001,0.010650873184204102
303.0,92.0,5.0,0.001,0.013550519943237305
304.0,40.0,5.0,0.001,0.009527206420898438
305.0,64.0,5.0,0.001,0.006013154983520508
306.0,69.0,5.0,0.001,0.006540060043334961
307.0,64.0,5.0,0.001,0.003511667251586914
308.0,110.0,5.0,0.001,0.008170843124389648
309.0,67.0,5.0,0.001,0.0039997100830078125
310.0,105.0,5.0,0.001,0.00851893424987793
311.0,34.0,5.0,0.001,0.0015077590942382812
312.0,61.0,5.0,0.001,0.009531974792480469
313.0,59.0,5.0,0.001,0.010541915893554688
314.0,108.0,5.0,0.001,0.021070003509521484
315.0,76.0,5.0,0.001,0.013052940368652344
316.0,59.0,5.0,0.001,0.007025718688964844
317.0,29.0,5.0,0.001,0.0030133724212646484
318.0,109.0,5.0,0.001,0.013531923294067383
319.0,40.0,5.0,0.001,0.004026651382446289
320.0,41.0,5.0,0.001,0.014215469360351562
321.0,53.0,5.0,0.001,0.011550188064575195
322.0,78.0,5.0,0.001,0.010111093521118164
323.0,116.0,5.0,0.001,0.023309946060180664
324.0,82.0,5.0,0.001,0.012068033218383789
325.0,35.0,5.0,0.001,0.00652766227722168
326.0,75.0,5.0,0.001,0.010356903076171875
327.0,106.0,5.0,0.001,0.012542009353637695
328.0,67.0,5.0,0.001,0.00854349136352539
329.0,46.0,5.0,0.001,0.008670330047607422
330.0,105.0,5.0,0.001,0.013091325759887695
331.0,76.0,5.0,0.001,0.012010812759399414
332.0,112.0,5.0,0.001,0.013778448104858398
333.0,60.0,5.0,0.001,0.004007816314697266
334.0,48.0,5.0,0.001,0.0070307254791259766
335.0,82.0,5.0,0.001,0.015522003173828125
336.0,63.0,5.0,0.001,0.010051488876342773
337.0,83.0,5.0,0.001,0.02013850212097168
338.0,37.0,5.0,0.001,0.03641629219055176
339.0,83.0,5.0,0.001,0.008531808853149414
340.0,92.0,5.0,0.001,0.04414010047912598
341.0,53.0,5.0,0.001,0.010133981704711914
342.0,63.0,5.0,0.001,0.008523941040039062
343.0,46.0,5.0,0.001,0.008115053176879883
344.0,58.0,5.0,0.001,0.008012771606445312
345.0,57.0,5.0,0.001,0.006010293960571289
346.0,58.0,5.0,0.001,0.008010149002075195
347.0,65.0,5.0,0.001,0.00855398178100586
348.0,52.0,5.0,0.001,0.00501251220703125
349.0,38.0,5.0,0.001,0.005013704299926758
350.0,38.0,5.0,0.001,0.004534244537353516
351.0,100.0,5.0,0.001,0.008291482925415039
352.0,65.0,5.0,0.001,0.00753021240234375
353.0,65.0,5.0,0.001,0.008528470993041992
354.0,52.0,5.0,0.001,0.006604433059692383
355.0,108.0,5.0,0.001,0.012054204940795898
356.0,78.0,5.0,0.001,0.011328458786010742
357.0,27.0,5.0,0.001,0.004546642303466797
358.0,72.0,5.0,0.001,0.009108781814575195
359.0,68.0,5.0,0.001,0.010560750961303711
360.0,90.0,5.0,0.001,0.009991645812988281
361.0,32.0,5.0,0.001,0.004019975662231445
362.0,60.0,5.0,0.001,0.005547523498535156
363.0,82.0,5.0,0.001,0.011397123336791992
364.0,67.0,5.0,0.001,0.007537364959716797
365.0,38.0,5.0,0.001,0.005027294158935547
366.0,36.0,5.0,0.001,0.00353240966796875
367.0,41.0,5.0,0.001,0.004997730255126953
368.0,61.0,5.0,0.001,0.006000995635986328
369.0,43.0,5.0,0.001,0.007016658782958984
370.0,43.0,5.0,0.001,0.005535125732421875
371.0,37.0,5.0,0.001,0.0055468082427978516
372.0,75.0,5.0,0.001,0.010542869567871094
373.0,34.0,5.0,0.001,0.0030188560485839844
374.0,76.0,5.0,0.001,0.009438276290893555
375.0,76.0,5.0,0.001,0.006554126739501953
376.0,105.0,5.0,0.001,0.015776872634887695
377.0,42.0,5.0,0.001,0.003998279571533203
378.0,36.0,5.0,0.001,0.0040171146392822266
379.0,52.0,5.0,0.001,0.007854223251342773
380.0,55.0,5.0,0.001,0.008536815643310547
381.0,65.0,5.0,0.001,0.007157564163208008
382.0,39.0,5.0,0.001,0.005543708801269531
383.0,42.0,5.0,0.001,0.0035102367401123047
384.0,75.0,5.0,0.001,0.00853586196899414
385.0,45.0,5.0,0.001,0.0065305233001708984
386.0,94.0,5.0,0.001,0.010530710220336914
387.0,100.0,5.0,0.001,0.013537883758544922
388.0,58.0,5.0,0.001,0.0065212249755859375
389.0,98.0,5.0,0.001,0.01229405403137207
390.0,34.0,5.0,0.001,0.002998828887939453
391.0,40.0,5.0,0.001,0.005013465881347656
392.0,63.0,5.0,0.001,0.005980730056762695
393.0,50.0,5.0,0.001,0.004536628723144531
394.0,141.0,5.0,0.001,0.01055288314819336
395.0,42.0,5.0,0.001,0.0025115013122558594
396.0,114.0,5.0,0.001,0.011523723602294922
397.0,47.0,5.0,0.001,0.0030088424682617188
398.0,90.0,5.0,0.001,0.00653076171875
399.0,115.0,5.0,0.001,0.008520364761352539
400.0,51.0,5.0,0.001,0.005029916763305664
401.0,39.0,5.0,0.001,0.0029985904693603516
402.0,55.0,5.0,0.001,0.0040471553802490234
403.0,64.0,5.0,0.001,0.006516695022583008
404.0,52.0,5.0,0.001,0.0039980411529541016
405.0,36.0,5.0,0.001,0.0050199031829833984
406.0,83.0,5.0,0.001,0.006543397903442383
407.0,65.0,5.0,0.001,0.004498481750488281
408.0,109.0,5.0,0.001,0.006999969482421875
409.0,142.0,5.0,0.001,0.010013341903686523
410.0,55.0,5.0,0.001,0.004004240036010742
411.0,38.0,5.0,0.001,0.0035400390625
412.0,44.0,5.0,0.001,0.0029964447021484375
413.0,69.0,5.0,0.001,0.005536317825317383
414.0,113.0,5.0,0.001,0.010051250457763672
415.0,79.0,5.0,0.001,0.0075342655181884766
416.0,49.0,5.0,0.001,0.004503488540649414
417.0,43.0,5.0,0.001,0.00600886344909668
418.0,51.0,5.0,0.001,0.0055391788482666016
419.0,88.0,5.0,0.001,0.009529590606689453
420.0,53.0,5.0,0.001,0.0035152435302734375
421.0,132.0,5.0,0.001,0.012535572052001953
